run_id,key,value,step,timestamp
9f7ae08ccf0f481891e10136beaec2bc,-1_f1-score,0.36675033220138786,0,1759432025125
9f7ae08ccf0f481891e10136beaec2bc,-1_f1-score,0.36675033220138786,0,1759432025125
9f7ae08ccf0f481891e10136beaec2bc,-1_precision,0.2245525221478937,0,1759432025079
9f7ae08ccf0f481891e10136beaec2bc,-1_precision,0.2245525221478937,0,1759432025079
9f7ae08ccf0f481891e10136beaec2bc,-1_support,1242,0,1759432025152
9f7ae08ccf0f481891e10136beaec2bc,-1_support,1242,0,1759432025152
9f7ae08ccf0f481891e10136beaec2bc,-1_recall,1,0,1759432025101
9f7ae08ccf0f481891e10136beaec2bc,-1_recall,1,0,1759432025101
9f7ae08ccf0f481891e10136beaec2bc,0_precision,0.9333333333333333,0,1759432025188
9f7ae08ccf0f481891e10136beaec2bc,0_precision,0.9333333333333333,0,1759432025188
9f7ae08ccf0f481891e10136beaec2bc,0_f1-score,0.014336917562724014,0,1759432025251
9f7ae08ccf0f481891e10136beaec2bc,0_f1-score,0.014336917562724014,0,1759432025251
48df541d07c04a3ab9fa209359d1c0c4,-1_f1-score,0.6045045045045045,0,1759431994967
48df541d07c04a3ab9fa209359d1c0c4,-1_f1-score,0.6045045045045045,0,1759431994967
48df541d07c04a3ab9fa209359d1c0c4,-1_precision,0.6860940695296524,0,1759431994925
48df541d07c04a3ab9fa209359d1c0c4,-1_precision,0.6860940695296524,0,1759431994925
48df541d07c04a3ab9fa209359d1c0c4,-1_support,1242,0,1759431994989
48df541d07c04a3ab9fa209359d1c0c4,-1_support,1242,0,1759431994989
48df541d07c04a3ab9fa209359d1c0c4,-1_recall,0.5402576489533011,0,1759431994946
48df541d07c04a3ab9fa209359d1c0c4,-1_recall,0.5402576489533011,0,1759431994946
48df541d07c04a3ab9fa209359d1c0c4,0_precision,0.6118706235411804,0,1759431995022
48df541d07c04a3ab9fa209359d1c0c4,0_precision,0.6118706235411804,0,1759431995022
48df541d07c04a3ab9fa209359d1c0c4,0_f1-score,0.7433664168523395,0,1759431995079
48df541d07c04a3ab9fa209359d1c0c4,0_f1-score,0.7433664168523395,0,1759431995079
165b524164fa4c3191b5557a0d304088,-1_f1-score,0.5988700564971752,0,1759431983346
165b524164fa4c3191b5557a0d304088,-1_f1-score,0.5988700564971752,0,1759431983346
165b524164fa4c3191b5557a0d304088,-1_precision,0.6003236245954693,0,1759431983304
165b524164fa4c3191b5557a0d304088,-1_precision,0.6003236245954693,0,1759431983304
165b524164fa4c3191b5557a0d304088,-1_support,1242,0,1759431983378
165b524164fa4c3191b5557a0d304088,-1_support,1242,0,1759431983378
165b524164fa4c3191b5557a0d304088,-1_recall,0.5974235104669887,0,1759431983324
165b524164fa4c3191b5557a0d304088,-1_recall,0.5974235104669887,0,1759431983324
165b524164fa4c3191b5557a0d304088,0_precision,0.6530378295758502,0,1759431983412
165b524164fa4c3191b5557a0d304088,0_precision,0.6530378295758502,0,1759431983412
165b524164fa4c3191b5557a0d304088,0_f1-score,0.750384193194292,0,1759431983468
165b524164fa4c3191b5557a0d304088,0_f1-score,0.750384193194292,0,1759431983468
d6c58a5992fc40c79a3ac5a09777f99e,-1_f1-score,0.56657223796034,0,1759431962052
d6c58a5992fc40c79a3ac5a09777f99e,-1_f1-score,0.56657223796034,0,1759431962052
d6c58a5992fc40c79a3ac5a09777f99e,-1_precision,0.684931506849315,0,1759431961998
d6c58a5992fc40c79a3ac5a09777f99e,-1_precision,0.684931506849315,0,1759431961998
d6c58a5992fc40c79a3ac5a09777f99e,-1_support,1242,0,1759431962091
d6c58a5992fc40c79a3ac5a09777f99e,-1_support,1242,0,1759431962091
d6c58a5992fc40c79a3ac5a09777f99e,-1_recall,0.4830917874396135,0,1759431962024
d6c58a5992fc40c79a3ac5a09777f99e,-1_recall,0.4830917874396135,0,1759431962024
d6c58a5992fc40c79a3ac5a09777f99e,0_precision,0.6008626410086264,0,1759431962124
d6c58a5992fc40c79a3ac5a09777f99e,0_precision,0.6008626410086264,0,1759431962124
d6c58a5992fc40c79a3ac5a09777f99e,0_f1-score,0.731421647819063,0,1759431962183
d6c58a5992fc40c79a3ac5a09777f99e,0_f1-score,0.731421647819063,0,1759431962183
bb64a6a054214604935fc13a9c9a268e,-1_f1-score,0.5744375299186214,0,1759431937985
bb64a6a054214604935fc13a9c9a268e,-1_f1-score,0.5744375299186214,0,1759431937985
bb64a6a054214604935fc13a9c9a268e,-1_precision,0.7083825265643447,0,1759431937940
bb64a6a054214604935fc13a9c9a268e,-1_precision,0.7083825265643447,0,1759431937940
bb64a6a054214604935fc13a9c9a268e,-1_support,1242,0,1759431938007
bb64a6a054214604935fc13a9c9a268e,-1_support,1242,0,1759431938007
bb64a6a054214604935fc13a9c9a268e,-1_recall,0.4830917874396135,0,1759431937960
bb64a6a054214604935fc13a9c9a268e,-1_recall,0.4830917874396135,0,1759431937960
bb64a6a054214604935fc13a9c9a268e,0_precision,0.6050448058413541,0,1759431938036
bb64a6a054214604935fc13a9c9a268e,0_precision,0.6050448058413541,0,1759431938036
bb64a6a054214604935fc13a9c9a268e,0_f1-score,0.7364168854776812,0,1759431938087
bb64a6a054214604935fc13a9c9a268e,0_f1-score,0.7364168854776812,0,1759431938087